address,balance_string,balance_wei
0xd4E34F7d3aD4b65f1441B27B6AAF5cb5a674aBeE,245.980579430000009216,245980579430000009216
0x7D5f587493FD52aB9D2D5818a229AEb2EFc6621f,48.553958000000000000,48553958000000000000
0x635866f249C19388e41bae29A81eE059a2CF8AD9,0.999958000000000000,999958000000000000
0xfa9aA817eEB85fb5D6b0121237C387Bb0400685F,0.045272540000001024,45272540000001024
0x63798B498384AC1B8D168Dd91e2Bd10Da9ff88C0,8654.853812220000149504,8654853812220000149504
0x957E5918a1fF74Ae1a0F5FeCa882299512504a83,1074.297764140000050176,1074297764140000050176
0x1E9C03E3899ca595402d9776C5Fb4C3A861a2DA9,694.953210450000064512,694953210450000064512
0xF6D61dce24AB8CEA28456C43e37C1e5b4237B96E,448.536892369999998976,448536892369999998976
0x7c8b27240a4C15Ec2562C4678D95b63859fEeA49,1716.915718600000028672,1716915718600000028672
0x9Cd554362e493Be094D999243972fD7f3672cf34,641.547418369999998976,641547418369999998976
0xd5ac03c102AE31F8B160e8110234285893194862,80.611520870000001024,80611520870000001024
0xBc7fdc33c00bAC48ADCD689Fa7f2b1F6669c4CB8,142.371469190000001024,142371469190000001024
0x60cD0547127df32C693453721E7da74c8321Aabe,211.999520870000009216,211999520870000009216
0xc9Ed0cEdD0A897DaDE4Af830Ad8196699B5F661A,211.123192620000009216,211123192620000009216
0xc0f257E14879B6214c99EAB7a85Ea72C19C0F4ff,197.873520870000005120,197873520870000005120
0xd348FD6d3004b5Ed1ceD4Fd122a761bA6aD1280d,80.616980870000001024,80616980870000001024
0x0b7462425D0930e570e8654AAFB6A54EC669eB2E,80.611520870000001024,80611520870000001024
0xEB2644fcEEc88Fd6cB11c7aA77015854FA324176,1648.564733849999867904,1648564733849999867904
0xC4aA4278a01622f366237837074eA65d3feE5952,6532.524831200000000000,6532524831200000000000
0xA8A997C516A6dA604BAC41558F47C4B72bc03E07,272.840810799999993856,272840810799999993856
0xeCd73009a5A59B81757d47Dc0D7f466571d960F4,125.598378540000000000,125598378540000000000
0x67f6F0108F7a67aC11Ff290ee5a4cB0D2D2653e0,820.288087170000007168,820288087170000007168
0x9928a2FBfdf3fB0283b7c20E53608901DAf76333,297.675701849999998976,297675701849999998976
0xA56b284829C5aA9F6C5F7707CDF7298D92312c7E,80.611520870000001024,80611520870000001024
0x634BE1a959196CB445b3E42ef81d32eb12e48D43,5776.778619720000122880,5776778619720000122880
0x8fA992eCff6398c58775237a3EC2ab42B746f1a2,80.611520870000001024,80611520870000001024
0x7b8AD8B4A3ddd50F85B4d00E3FD2bE6526eF4139,326.566267000000020480,326566267000000020480
0x820A9FFA28Ab02b1f05cb87C82b3347b9995c32e,91.292732609999997952,91292732609999997952
0x1A151124fe93ee31C8023173dDe8A6791dcd7b6E,121.284337499999998976,121284337499999998976
0x541a89Bd853b9D41C4c0DD36429fe347f3bBcfa1,143.463696460000001024,143463696460000001024
0x3291A79Ae2C1aCdE70a03e576c4fF0Cc55daF666,80.611520870000001024,80611520870000001024
0xb005081Dc57A035877e22469984BE52E4c33fe95,1273.767585300000006144,1273767585300000006144
0x09135F23E52106655a833e5A09145Ca291aaf2f9,9094.442618929999896576,9094442618929999896576
0x9A27f423674be4a9DC689b662459226c7605f1eF,21590.900359249998671872,21590900359249998671872
0x993088341C758f209C91044bE8a33cdF389055F2,145.729485870000001024,145729485870000001024
0x01C361cA8D73f6811CF922E6530D6c2bDC6c702C,137.436064360000002048,137436064360000002048
0x42D14896588C0038F3B45f29221a43d2f18f8D84,80.611520870000001024,80611520870000001024
0x079253d992B8E26317A90ccC8792032224291B6B,187.056271920000004096,187056271920000004096
0x9c6C0510F132f7c42c318Cd45b1dCd93C14C2Aa8,80.611520870000001024,80611520870000001024
0xf10e6bfab623aC5b578747d8b8b163f9dc44EdF5,80.611520870000001024,80611520870000001024
0x709038A44D8C76bABd55Ad1073dC35388587D303,275.552992870000001024,275552992870000001024
0xc11b755DBb942238DF755085b650d9B0eEd4e37c,80.611520870000001024,80611520870000001024
0xA4C7e39e12D5aFb08587640256A580ce1b83ba19,146.883350910000001024,146883350910000001024
0x8135Eca2481E0BC5C273383cc718DeAd6461F3fb,0.007443500000002048,7443500000002048
0x759Afc779E6f5BD7D603Bb6cb2b442559cA6063C,380.027357859999989760,380027357859999989760
0x00e82fE2Dd7b030C2954f7e1733807EcE2986331,15.000000000000000000,15000000000000000000
0xC6e01355A04a245881Ad56CeFA93504cF4d7a142,0.001561169999998976,1561169999998976
0xE7b02141E841CD441436afC513A8d610771bAA7B,83.260000000000000000,83260000000000000000
0x80C55c5246e464aa9CCF3be29f5B5DAde48aC090,1051.291677569999994880,1051291677569999994880
0x5c1EDac2497730d8Ede7562CA3c3184f5908f2d8,100.978174869999996928,100978174869999996928
0x8FaAa7FcD31e4d4e24AbA516bB86F0F66B482C17,99.731111940000006144,99731111940000006144
0x04436c5b9703C9B9b8aD10864eCa6adA4703e176,180.217283739999993856,180217283739999993856
0x35b13a3a91001D4f4ab698616135bA71601e0038,148.315972870000001024,148315972870000001024
0xDC91cEe33cC414269752a900EE76aBBC269ee51b,87.984520870000001024,87984520870000001024
0xEF14733C2e1f5AB27d539F407B4C733239b9a7Bd,3678.160988740000083968,3678160988740000083968
0x5e594146A8eDC666956A6D264ee40Aca97a4F9A3,147.613616869999992832,147613616869999992832
0xcc4Ae840f8566609d6009C33caA4dAC786120Fc5,161.223041740000002048,161223041740000002048
0x9Ebc6dc4dC71068062E245Bdd55cD88BcD8953d4,204.061807870000001024,204061807870000001024
0x6a5E150dF89487cB6751fEc8B3b54393CB27f561,2514.808345400000064512,2514808345400000064512
0xdbD0C43c0276A2A9c4Fe28e1B3cf49F2070fd2Ed,80.611520870000001024,80611520870000001024
0xB7A6DEdd23Cfb924a89F4Dc1bACD37cC6bE97C5C,517.908661000000012288,517908661000000012288
0x92Fb97968Dac79F2cEec7065F2c1f4E4B39C0b49,0.024585000000004096,24585000000004096
0x491A2FBD97b41703b203e8c80fdf8fEDDDaD70E1,0.963102000000000000,963102000000000000
0x26b015c9ED10cE6E9a2B9f4E583ae8C1C9E70479,80.611520870000001024,80611520870000001024
0xbdAd3Fa78B179CA7aa626D376FCfc7fB625C3EFC,2848.832020869999808512,2848832020869999808512
0x9d81209553bcD6f24f2f905DefAa3688032a72E2,297.674701850000031744,297674701850000031744
0xc4ae55e379fD9E859057211A2Ca2400419656A64,0.072587669999984640,72587669999984640
0x9C1383313cDfDec6b7AED9994fFb1485158Be9B3,155.313294869999992832,155313294869999992832
0xCeC16b644116853331554958cb07084F5BB5ea0c,80.611520870000001024,80611520870000001024
0x79c5e3176bbd7F7F586E67B5F2c6FF56E3F15121,80.611520870000001024,80611520870000001024
0xFAB2831F7a453d417973f8F2a36DF902d9c821f9,263.560475999999995904,263560475999999995904
0x59e4cd739fAf17f9d91748E3586B8875e9813e63,23.422007000000000000,23422007000000000000
0x5DE8f14a023343b767818fc91d7301d3e6f05E16,26.760864910000001024,26760864910000001024
0xc3B3dd2CFbfF22A91De427EBf11EC4F1A717E5bc,55.118000000000000000,55118000000000000000
0x63268B9c3246654A2f7415E14CEBEb6FCEd30241,0.001000000000000000,1000000000000000
0x9832c83F354d7F30D7b7A74Af1Ede2c2E0c1DeD8,80.610352870000001024,80610352870000001024
0xC9eA4269B14eE3FC40f71dd01fFFb9ff2f906d56,96.596084259999813632,96596084259999813632
0xD773a7B92c49EB3031F8B79303af58D97710137F,1034.140158369999994880,1034140158369999994880
0xA3C5226F16F977d7fcE1811eB9c0DD632764beBd,510.890563870000013312,510890563870000013312
0xbFF2661D3100cF227084ee99d2bb2C548f347E46,148.103379980000000000,148103379980000000000
0xB7742Aa066a3D2fA828AE8cF8ca5a8EC561826ca,122.633244400000001024,122633244400000001024
0x429D1B8484B32439DD3Ba8daEd46C7830ec835d8,461.225511789999996928,461225511789999996928
0x8815f8beDef4343fB834Dd1f815e6cC187FC099b,147.741577459999996928,147741577459999996928
0xb82Cf1Ab2C6862499cC79Aae34da9FFbCF86DC7D,0.099957999999987712,99957999999987712
0xF93697d4C68e189531e710954E1f5E3c516078cF,198.361912890000015360,198361912890000015360
0xF60A8f2fbe4b7415c80ee76eA1b4C4F36308D956,162.854129870000001024,162854129870000001024
0xf5737237a43C8bE76B4e6B33024816D2E938F741,86.857959090000003072,86857959090000003072
0x15ad0148f95b0105362D18352bf61aD32E36834d,178.744426989999992832,178744426989999992832
0xeFCe744eCF7Fc38FB84Df975c9cBedA17a0dB1Eb,297.674701850000031744,297674701850000031744
0xdc9bb70DA242C28DC057f1CC8A95744C037D0219,155.306399869999996928,155306399869999996928
0xE81d92497864aCfB96330F3BF3B1b0FbD0fc232F,201.901055869999996928,201901055869999996928
0x2ED6a6475f66eDb56a01dd7D893de30BB9972518,80.791520870000001024,80791520870000001024
0xcB3DdA8ca21427D1e49031b8c76ACbFC75dBE931,1060.957784470000037888,1060957784470000037888
0xA1c33478115F627a959808f32A6CdF612A7E27Cd,297.674701850000031744,297674701850000031744
0xc6c11E1313b34FdD5bAdc6335B40e5063D5A7C2e,430.743964869999982592,430743964869999982592
0xF7DD37F1941aFc658c18C86D4e24ee4bb43a1366,80.611520870000001024,80611520870000001024
0x6e9d573aF96F54e5282f905aB0a5F7e9a2271A07,190198.734407849995804672,190198734407849995804672
0xC20599d0055DDDc30b65CC90DB45A1c1321d14A5,9.808592000000000000,9808592000000000000
0x14F08eE5D6ACC926685A089c37071367aE924C04,1.514951000000000000,1514951000000000000
0x8dE2b86C12557d4D96e65b96d216210E2440DCC2,43.547187898058579968,43547187898058579968
0x15926f0A539BDBEd365ce1556eC4c04F9dC6c112,1.000000000000000000,1000000000000000000
0xBF45e9415d6FF25bbea716eE960C2AbfbC4AfA02,80001.000000000000000000,80001000000000000000000
0x0DE2ADF72aC3C691409E92D54eaaDA582a64FA33,0.899831999994757120,899831999994757120
0x6d24AC06d1a1F1E2c679412dEEe3b7d3df0c10EA,0.829495994480820224,829495994480820224
0x53ca06231325678C06267CF4B247b31c12e2b6BC,0.565002119985273856,565002119985273856
0xe46289AbCBb5C57Ed9116c7D43C3e9ED37f1fF9F,0.003657889916897280,3657889916897280
0x7981d0A0dB6a108d0Bc41B2452CFe3Bbb862E82c,26.182468060000001024,26182468060000001024
0xBBCF42Df537B9D61f067db5Ce47a348b10196F74,474.277705229999996928,474277705229999996928
0x5080040cCB4c5BB14E81aBf853d66DF7a2C28f93,139.508587749999996928,139508587749999996928
0x293C7B33784068c98AEF0a29199def363D45da5E,163.900711050000003072,163900711050000003072
0x1A7CFEcbFF72f9cBBF922032BA858d6D5aD5A6e9,108.726462900000000000,108726462900000000000
0x55bf5ac0E5B9128EE90C746e96e0600557A61bA4,441.811206519999976448,441811206519999976448
0xF07bd4913432B073d9c497BE53847499a54CdcD1,422.578920270000001024,422578920270000001024
0x524eDF176D5612209f3aa58B45CaAe350e203c09,56.091645750000001024,56091645750000001024
0xB0627AA3CB967dB655f7ee3Aa37E68910B6117B6,319.192105029999998976,319192105029999998976
0x4c49A7493dAA076d371d1B273c3F9C07eA64D654,383.353503529999998976,383353503529999998976
0xd9626aDB927f546C8b94f16a8Bfd7f5f21D8d076,107.390649850000002048,107390649850000002048
0xda0A0cE182680454fDA297318D404741E032Bc7f,972.170890729999925248,972170890729999925248
0x04fF9CB3Db6b669E0CBB165C664D50aC1Ddfd864,97.723695570000001024,97723695570000001024
0x477b13525bD14513a712467877d327345982445c,106.365644340000001024,106365644340000001024
0xf40BC14336f0D39eaCe0C4d96cFb1242814ABC62,103.720388780000001024,103720388780000001024
0xcA8C0D63d43B6128D82a02B39cBCf678A0f9e5B7,92.128903330000001024,92128903330000001024
0x3118Ed0f2e1a1885D3a3f90E74580E809382d168,164.427946329999998976,164427946329999998976
0x98CB3Ff12c17DB5c02f4077E4E70db2690Dcc0ee,141.218303989999996928,141218303989999996928
0x8Ead67DB611f045964FE837fc4B16Cb8A0aA6e19,36.305527900000000000,36305527900000000000
0x663e992E748Cf20cA796B63b1d174201366AA688,12.803302250000000000,12803302250000000000
0xd087571670cC44f9da6d83B59805C0dF8A0e5a85,156.394733200000000000,156394733200000000000
0xa89FE7804C43A5c8f57C6E1E495b85831e773378,115.118962060000000000,115118962060000000000
0x53066708849909Db0f7655b29aa0C5A40Dcd3db6,851.526977170000019456,851526977170000019456
0x761A4B0ABF3aBc9E2c7ed2a1c3c01d47B4877eB5,1815.396188170000064512,1815396188170000064512
0xC703F38Ed74aEa7De5B6151090A006F294EE79C4,313.817588479999998976,313817588479999998976
0x69639552Cb6d9AC0b305eD83127912C3595F8632,1227.444209059999997952,1227444209059999997952
0xCFbB5061e68eF7d20f4f01C7fF463c194814B3Af,104.165179620000001024,104165179620000001024
0x592E2c80fD99C09e59454608e3fdA66Bd47BB517,523.891221439999991808,523891221439999991808
0x0876aF072A90E835564Af92c616B6C252F556572,103.664987380000000000,103664987380000000000
0x847B43e25FcAD6691691A4b491789A74C0E61C44,2052.694012799999991808,2052694012799999991808
0xfD8Dc39B8E172d14e60D80A7cfa4bD9D4e27b218,92.998211560000001024,92998211560000001024
0xEb30bc81540afEACeD945ce31123b7B3145D392B,119.592805260000000000,119592805260000000000
0x8dCFa70112411b14dC22b53A56a34C38398D5bd9,473335.578343050013958144,473335578343050013958144
0x1aE2745FdfD6e606159B56C9bc0CEEEBc46d0195,206.100289209999998976,206100289209999998976
0x2a86a419140f9D0F8FcbC71Af38f1253E6ba28ed,2938.005752829999802368,2938005752829999802368
0xEd1E99DEF018E8926E54D25D6f619B58aac51B75,604.119021680000008192,604119021680000008192
0xaE8E784B776fc12f6438470D2861c1c57a94b9f6,101.541160720000001024,101541160720000001024
0xF3c8CF8eF7BDE6b1B737EeD67A37906362D52Eb5,420.415460230000001024,420415460230000001024
0x5F3BF6785AA20E235aa256064Ad4F5Ef7C2aE0D5,192.106554760000004096,192106554760000004096
0x7aDfFCb0AB5C460E1C468C4A81D9F8ce6bd5f624,699.009107489999994880,699009107489999994880
0x4791D8E1BfF8c749D39d71A179D8B3469dC295Cb,14.212468890000000000,14212468890000000000
0x87E215D92Ee9F132b0D3C0c287DEa027CC8e8691,95.051938060000001024,95051938060000001024
0x492AfD67b0A5A9BBC063909F732d5dd3B29821C9,603.876002659999997952,603876002659999997952
0x2150Df127b40Bd43a063CD2FA2Bb57b1487A1E9c,317.244446749999998976,317244446749999998976
0x4F10Faa1AfCf87815A867F174D93221e25128419,100.497852319999998976,100497852319999998976
0xf749be02e5973A3D1C8086e776b9172dc7493dc0,1.096000000000000000,1096000000000000000
0x2985E0D6B83bFE85F8b223050041Ca918916e607,176.806646620000002048,176806646620000002048
0x19c869b06b21e346d2F5177d6cC9555891b77476,145.567225080000000000,145567225080000000000
0x53f6e6f0cB7ECE965166648829511768783fA75C,242.640634509999996928,242640634509999996928
0x3D28f63decEf6E05839430D240A2714889C2f3D7,7.888274550000000000,7888274550000000000
0xDc5fE609abe8D14732674942d894DD3A734A1F0E,9.046062000000000000,9046062000000000000
0x3F8A8b68BABfFFEFb5A78ed0e2F6C8BF91F6555e,415.064580040000000000,415064580040000000000
0xA9d0eE40d3D5f7172942ca2314617a9e249c0aEb,322.261828440000000000,322261828440000000000
0x4F4a3Ba353c78b36fb9FA584228A7AC9c42C65ed,309.341631029999996928,309341631029999996928
0xd65E0eF62A22c9F2709Bf3A057f8b5368c53AC3E,448.240949110000000000,448240949110000000000
0x7C72Caacdfd9f2Ca3fD8599D8cF3c789DdAe4Ff0,384.512346980000002048,384512346980000002048
0xacA1f6e1a8BEC161f1EbF1e1D18375B577E74Cd1,107.567376520000001024,107567376520000001024
0x8f4185cD55636C6772F85e210d37EF7A6ea3383F,11678.306288349999546368,11678306288349999546368
0x00b152CA42458Ba150D76C62b09017E6AAD6f7e0,325.689577519999998976,325689577519999998976
0xdF8d8A597B1BD45A1711670e124DAD76f1Ed8253,95.550057000000001024,95550057000000001024
0x7Bd822DDf0d4f2B6e31e0b07D9e7FFC1A3b2f286,561.703329319999979520,561703329319999979520
0x4Da3Af2A002DbE8217963AE803B5aa6da908573b,2929.804570060000063488,2929804570060000063488
0x8bD0073A976534F5C8E925A9A5A22a84C83a9171,28.089497090000000000,28089497090000000000
0x631c5C7fe682c6De7a53B7c76d28ff99B0988885,311.790560199999998976,311790560199999998976
0xdCb5dd0508286b39403C0dA3778B064F87f43A59,113.340924580000000000,113340924580000000000
0x0f942Dce02C396A03C3f77515961C455e0B6f76F,454.980412959999987712,454980412959999987712
0x9fB45093C2Daf712f5bbd48E9bfC03a3ECAa9e50,161.647503439999995904,161647503439999995904
0xBB1288c35c1Aafd120F791E7ce5678c7dd6DCa45,745.704646489999990784,745704646489999990784
